goals,assists,player.name,pass_accuracy,year,market_value_eur,goal_contribution,performance_trend,form_last2yrs,sentiment_score,value_change,value_growth_rate
-0.9932659166648445,0.08032193289024991,Aaron Lennon,-1.85779599249257,2014,0.8265585965100336,-0.5487114331450125,0.0,0.0,0.7845,0.0,0.0
-0.9932659166648445,0.08032193289024991,Aaron Lennon,-1.85779599249257,2015,0.33664125659595806,-0.5487114331450125,0.0,1.0,0.7845,-3000000.0,-0.25
-0.9932659166648445,0.08032193289024991,Aaron Lennon,-1.85779599249257,2016,-0.15327608331811754,-0.5487114331450125,0.0,1.0,0.7845,-3000000.0,-0.33333333333333337
-0.9932659166648445,0.08032193289024991,Aaron Lennon,-1.85779599249257,2017,-0.3165818632894761,-0.5487114331450125,0.0,1.0,0.7845,-1000000.0,-0.16666666666666663
0.14189513095212064,-0.8835412617927486,Alan Smith,0.20907419784602557,2014,-1.0922843181534292,-0.5487114331450125,0.0,0.0,0.7845,0.0,0.0
0.14189513095212064,-0.8835412617927486,Alan Smith,0.20907419784602557,2015,-1.0922843181534292,-0.5487114331450125,0.0,1.0,0.7845,0.0,0.0
0.14189513095212064,-0.8835412617927486,Alan Smith,0.20907419784602557,2016,-1.0922843181534292,-0.5487114331450125,0.0,1.0,0.7845,0.0,0.0
0.14189513095212064,-0.8835412617927486,Alan Smith,0.20907419784602557,2017,-1.0922843181534292,-0.5487114331450125,0.0,1.0,0.7845,0.0,0.0
-0.9932659166648445,2.008048322256247,Ashley Cole,1.3231048311249745,2014,-0.3165818632894761,0.8375069242739662,0.0,0.0,0.7845,0.0,0.0
-0.9932659166648445,2.008048322256247,Ashley Cole,1.3231048311249745,2015,-0.9698049831749103,0.8375069242739662,0.0,3.0,0.7845,-4000000.0,-0.8
-0.9932659166648445,2.008048322256247,Ashley Cole,1.3231048311249745,2016,-1.0514578731605895,0.8375069242739662,0.0,3.0,0.7845,-500000.0,-0.5
-0.9932659166648445,2.008048322256247,Ashley Cole,1.3231048311249745,2017,-1.0514578731605895,0.8375069242739662,0.0,3.0,0.7845,0.0,0.0
0.14189513095212064,-0.8835412617927486,Claus Jensen,0.4301298331763574,2004,0.17333547662459953,-0.5487114331450125,0.0,0.0,0.7845,0.0,0.0
0.14189513095212064,-0.8835412617927486,Claus Jensen,0.4301298331763574,2005,-0.39823475327515534,-0.5487114331450125,0.0,1.0,0.7845,-3500000.0,-0.4375
0.14189513095212064,-0.8835412617927486,Claus Jensen,0.4301298331763574,2006,-0.39823475327515534,-0.5487114331450125,0.0,1.0,0.7845,0.0,0.0
0.14189513095212064,-0.8835412617927486,Claus Jensen,0.4301298331763574,2007,-0.39823475327515534,-0.5487114331450125,0.0,1.0,0.7845,0.0,0.0
0.14189513095212064,-0.8835412617927486,Darren Anderton,-2.145905170539769,2004,-0.39823475327515534,-0.5487114331450125,0.0,0.0,0.7845,0.0,0.0
0.14189513095212064,-0.8835412617927486,Darren Anderton,-2.145905170539769,2005,-0.5615405332465139,-0.5487114331450125,0.0,1.0,0.7845,-1000000.0,-0.2222222222222222
0.14189513095212064,-0.8835412617927486,Darren Anderton,-2.145905170539769,2006,-1.002466139169182,-0.5487114331450125,0.0,1.0,0.7845,-2700000.0,-0.7714285714285715
0.14189513095212064,-0.8835412617927486,Darren Anderton,-2.145905170539769,2007,-1.0187967171663177,-0.5487114331450125,0.0,1.0,0.7845,-100000.0,-0.125
1.2770561785690857,2.008048322256247,Dennis Bergkamp,0.3320921545477934,2004,-0.7248463132178724,2.2237252816929445,0.0,0.0,0.7845,0.0,0.0
1.2770561785690857,2.008048322256247,Dennis Bergkamp,0.3320921545477934,2005,-0.6431934232321932,2.2237252816929445,0.0,5.0,0.7845,500000.0,0.19999999999999996
1.2770561785690857,2.008048322256247,Dennis Bergkamp,0.3320921545477934,2006,-0.8881520931892309,2.2237252816929445,0.0,5.0,0.7845,-1500000.0,-0.5
1.2770561785690857,2.008048322256247,Dennis Bergkamp,0.3320921545477934,2007,-0.8881520931892309,2.2237252816929445,0.0,5.0,0.7845,0.0,0.0
1.2770561785690857,1.0441851275732486,Eduardo César Daude Gaspar,1.0405134679423929,2004,-0.5615405332465139,1.5306161029834553,0.0,0.0,0.7845,0.0,0.0
1.2770561785690857,1.0441851275732486,Eduardo César Daude Gaspar,1.0405134679423929,2005,-0.19410252831095717,1.5306161029834553,0.0,4.0,0.7845,2250000.0,0.6428571428571428
1.2770561785690857,1.0441851275732486,Eduardo César Daude Gaspar,1.0405134679423929,2006,0.010029696653240987,1.5306161029834553,0.0,4.0,0.7845,1250000.0,0.21739130434782616
1.2770561785690857,1.0441851275732486,Eduardo César Daude Gaspar,1.0405134679423929,2007,-0.6431934232321932,1.5306161029834553,0.0,4.0,0.7845,-4000000.0,-0.5714285714285714
0.14189513095212064,-0.8835412617927486,Eiður Smári Guðjohnsen,-0.6791675368449409,2004,0.2549883666102788,-0.5487114331450125,0.0,0.0,0.7845,0.0,0.0
0.14189513095212064,-0.8835412617927486,Eiður Smári Guðjohnsen,-0.6791675368449409,2005,0.6632528165386751,-0.5487114331450125,0.0,1.0,0.7845,2500000.0,0.2941176470588236
0.14189513095212064,-0.8835412617927486,Eiður Smári Guðjohnsen,-0.6791675368449409,2006,0.8265585965100336,-0.5487114331450125,0.0,1.0,0.7845,1000000.0,0.09090909090909083
0.14189513095212064,-0.8835412617927486,Eiður Smári Guðjohnsen,-0.6791675368449409,2007,0.2549883666102788,-0.5487114331450125,0.0,1.0,0.7845,-3500000.0,-0.29166666666666663
-0.9932659166648445,0.08032193289024991,Frank Mohammed Sinclair,0.12295460658191737,2004,-0.9698049831749103,-0.5487114331450125,0.0,0.0,0.7845,0.0,0.0
-0.9932659166648445,0.08032193289024991,Frank Mohammed Sinclair,0.12295460658191737,2005,-1.0514578731605895,-0.5487114331450125,0.0,1.0,0.7845,-500000.0,-0.5
